Date,Device Category,Browser,Total Visitors,Sessions,Bounce Rate
2019-06-17,mobile,Samsung Internet,155,542,42.8044
2019-06-17,tablet,Chrome,39,39,100
2019-06-17,tablet,Internet Explorer,77,77,50.6494
2019-06-17,tablet,Safari,116,116,0
2019-06-17,tablet,Safari (in-app),39,39,100
2019-06-18,desktop,Chrome,3213,3523,50.5535
2019-06-18,desktop,Edge,387,426,45.5399
2019-06-18,desktop,Firefox,194,310,24.8387
2019-06-18,desktop,Internet Explorer,697,736,31.5217
2019-06-18,desktop,Mozilla Compatible Agent,39,39,100
2019-06-18,desktop,Safari,426,581,46.6437
2019-06-18,mobile,Android Webview,116,116,33.6207
2019-06-18,mobile,Chrome,1239,1316,55.9271
2019-06-18,mobile,Safari,2090,2361,42.6514
2019-06-18,mobile,Safari (in-app),194,194,59.7938
2019-06-18,mobile,Samsung Internet,232,581,39.9312
2019-06-18,tablet,Chrome,77,77,0
2019-06-18,tablet,Safari,194,232,50
2019-06-19,desktop,Chrome,3213,3910,26.7263
2019-06-19,desktop,Edge,232,232,33.1897
2019-06-19,desktop,Firefox,348,387,40.0517
2019-06-19,desktop,Internet Explorer,542,581,19.9656
2019-06-19,desktop,Mozilla Compatible Agent,39,39,100
2019-06-19,desktop,Safari,310,310,24.8387
2019-06-19,mobile,Android Webview,155,155,25.1613
2019-06-19,mobile,Chrome,619,697,44.4763
2019-06-19,mobile,Firefox,39,77,50.6494
2019-06-19,mobile,Opera,39,39,100
2019-06-19,mobile,Safari,2129,2555,45.4403
2019-06-19,mobile,Safari (in-app),39,39,100
2019-06-19,mobile,Samsung Internet,310,736,42.1196
2019-06-19,tablet,Amazon Silk,39,39,0
2019-06-19,tablet,Internet Explorer,77,77,0
2019-06-19,tablet,Safari,232,232,50
2019-06-20,desktop,Chrome,2826,3136,44.4515
2019-06-20,desktop,Edge,39,39,0
2019-06-20,desktop,Firefox,387,387,29.9742
2019-06-20,desktop,Internet Explorer,813,813,42.8044
2019-06-20,desktop,Safari,387,387,29.9742
2019-06-20,mobile,Android Webview,116,116,33.6207
2019-06-20,mobile,Chrome,619,697,38.8809
2019-06-20,mobile,Safari,2013,2207,47.3493
2019-06-20,mobile,Safari (in-app),348,348,66.6667
2019-06-20,mobile,Samsung Internet,232,581,53.3563
2019-06-20,tablet,Internet Explorer,77,232,33.1897
2019-06-20,tablet,Safari,116,194,59.7938
2019-06-21,desktop,Chrome,2168,2671,46.3871
2019-06-21,desktop,Edge,155,194,20.1031
2019-06-21,desktop,Firefox,232,271,14.3911
2019-06-21,desktop,Internet Explorer,426,503,15.3082
2019-06-21,desktop,Mozilla Compatible Agent,39,39,0
2019-06-21,desktop,Safari,232,271,28.4133
2019-06-21,mobile,Android Webview,39,39,100
2019-06-21,mobile,Chrome,929,968,48.0372
2019-06-21,mobile,Firefox,39,39,0
2019-06-21,mobile,Safari,1858,2207,47.3493
2019-06-21,mobile,Safari (in-app),348,348,33.3333
2019-06-21,mobile,Samsung Internet,155,426,36.385
2019-06-21,tablet,Internet Explorer,77,77,0
2019-06-21,tablet,Safari,194,194,0
2019-06-21,tablet,Samsung Internet,39,39,0
2019-06-22,desktop,Chrome,774,852,36.385
2019-06-22,desktop,Edge,39,39,0
2019-06-22,desktop,Firefox,77,77,50.6494
2019-06-22,desktop,Internet Explorer,39,77,50.6494
2019-06-22,desktop,Safari,155,155,49.6774
2019-06-22,mobile,Android Webview,155,155,100
2019-06-22,mobile,Chrome,581,774,44.9612
2019-06-22,mobile,Safari,1355,1587,58.5381
2019-06-22,mobile,Safari (in-app),155,155,49.6774
2019-06-22,mobile,Samsung Internet,232,465,41.7204
2019-06-22,tablet,Amazon Silk,39,39,0
2019-06-22,tablet,Chrome,77,77,100
2019-06-22,tablet,Safari,77,77,50.6494
2019-06-23,desktop,Chrome,1084,1278,45.4617
2019-06-23,desktop,Edge,39,39,0
2019-06-23,desktop,Internet Explorer,39,39,0
2019-06-23,desktop,Safari,310,310,0
2019-06-23,mobile,Android Webview,194,194,39.6907
2019-06-23,mobile,Chrome,736,890,21.7978
2019-06-23,mobile,Safari,1510,1587,53.6862
2019-06-23,mobile,Safari (in-app),116,116,100
2019-06-23,mobile,Samsung Internet,194,271,57.1956
2019-06-23,tablet,Internet Explorer,39,39,0
2019-06-23,tablet,Safari,116,116,66.3793
2019-06-23,tablet,Safari (in-app),39,39,100
2019-06-24,desktop,Chrome,3020,3329,36.0469
2019-06-24,desktop,Edge,348,387,19.8966
2019-06-24,desktop,Firefox,426,465,33.3333
2019-06-24,desktop,Internet Explorer,658,813,19.0652
2019-06-24,desktop,Opera,39,39,100
2019-06-24,desktop,Safari,426,426,36.385
2019-06-24,mobile,Android Webview,77,77,100
2019-06-24,mobile,Chrome,1316,1587,36.61
2019-06-24,mobile,Safari,1510,1703,45.4492
2019-06-24,mobile,Safari (in-app),348,348,66.6667
2019-06-24,mobile,Samsung Internet,465,968,63.9463
2019-06-24,tablet,Amazon Silk,39,39,0
2019-06-24,tablet,Android Webview,39,39,100
2019-06-24,tablet,Safari,271,271,28.4133
2019-06-25,desktop,Chrome,503,581,46.6437
2019-06-25,desktop,Edge,39,39,0
2019-06-25,desktop,Firefox,39,39,0
2019-06-25,desktop,Internet Explorer,155,155,25.1613
2019-06-25,desktop,Safari,77,77,100
2019-06-25,mobile,Chrome,39,77,100
2019-06-25,mobile,Safari,232,232,33.1897
2019-06-25,mobile,Samsung Internet,39,39,0
2019-06-01,desktop,Chrome,1007,1085,24.977
2019-06-01,desktop,Edge,116,116,66.3793
2019-06-01,desktop,Firefox,155,155,49.6774
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,194,232,33.1897
2019-06-01,mobile,Chrome,581,697,50.0717
2019-06-01,mobile,Safari,1201,1433,43.2659
2019-06-01,mobile,Safari (in-app),116,116,66.3793
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,194,194,39.6907
2019-06-02,desktop,Chrome,930,968,44.0083
2019-06-02,desktop,Edge,155,155,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,50.6494
2019-06-02,desktop,Safari,310,349,66.4756
2019-06-02,mobile,Chrome,465,504,38.4921
2019-06-02,mobile,Safari,1627,1859,45.8311
2019-06-02,mobile,Samsung Internet,194,465,58.2796
2019-06-02,tablet,Chrome,77,77,50.6494
2019-06-02,tablet,Safari,194,194,39.6907
2019-06-03,desktop,Chrome,2750,2944,43.4103
2019-06-03,desktop,Edge,465,504,38.4921
2019-06-03,desktop,Firefox,232,271,14.3911
2019-06-03,desktop,Internet Explorer,697,813,38.1304
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,387,465,41.7204
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,891,1278,33.3333
2019-06-03,mobile,Safari,2247,2673,49.2705
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,349,542,35.7934
2019-06-03,tablet,Safari,116,271,85.6089
2019-06-04,desktop,Chrome,3137,3486,39.9885
2019-06-04,desktop,Edge,194,194,39.6907
2019-06-04,desktop,Firefox,310,310,37.4194
2019-06-04,desktop,Internet Explorer,697,813,28.5363
2019-06-04,desktop,Safari,349,387,50.1292
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,852,1007,50.0497
2019-06-04,mobile,Safari,1859,2053,28.3
2019-06-04,mobile,Safari (in-app),194,194,79.8969
2019-06-04,mobile,Samsung Internet,465,891,30.4153
2019-06-04,tablet,Chrome,39,155,25.1613
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,271,42.8044
2019-06-05,desktop,Chrome,3137,3525,48.3404
2019-06-05,desktop,Edge,387,387,29.9742
2019-06-05,desktop,Firefox,232,232,50
2019-06-05,desktop,Internet Explorer,426,542,42.8044
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,504,504,46.0317
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,736,813,38.1304
2019-06-05,mobile,Safari,1975,2285,37.2867
2019-06-05,mobile,Safari (in-app),155,155,49.6774
2019-06-05,mobile,Samsung Internet,155,542,28.5978
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,310,349,66.4756
2019-06-06,desktop,Chrome,2750,3137,46.9238
2019-06-06,desktop,Edge,271,310,37.4194
2019-06-06,desktop,Firefox,387,504,38.4921
2019-06-06,desktop,Internet Explorer,542,581,19.9656
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,271,271,57.1956
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,852,1007,34.6574
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1549,1704,27.2887
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,194,542,50
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,155,49.6774
2019-06-06,tablet,Safari,194,194,39.6907
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2905,3409,43.1798
2019-06-07,desktop,Edge,232,232,16.8103
2019-06-07,desktop,Firefox,155,155,74.8387
2019-06-07,desktop,Internet Explorer,504,581,39.9312
2019-06-07,desktop,Safari,271,310,24.8387
2019-06-07,mobile,Chrome,658,736,36.8207
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1549,1820,38.2967
2019-06-07,mobile,Samsung Internet,116,232,16.8103
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,155,155,0
2019-06-08,desktop,Chrome,736,813,28.5363
2019-06-08,desktop,Edge,77,155,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,155,155,25.1613
2019-06-08,mobile,Chrome,891,968,48.0372
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,968,1046,29.6367
2019-06-08,mobile,Safari (in-app),194,194,79.8969
2019-06-08,mobile,Samsung Internet,155,349,11.1748
2019-06-08,tablet,Safari,232,271,71.5867
2019-06-09,desktop,Chrome,891,930,37.5269
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,232,232,50
2019-06-09,mobile,Chrome,930,968,36.0537
2019-06-09,mobile,Safari,1085,1162,46.6437
2019-06-09,mobile,Safari (in-app),116,116,33.6207
2019-06-09,mobile,Samsung Internet,194,542,42.8044
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3331,3641,30.8432
2019-06-10,desktop,Edge,426,465,24.9462
2019-06-10,desktop,Firefox,232,349,44.4126
2019-06-10,desktop,Internet Explorer,775,813,14.2681
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,658,736,42.1196
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,620,736,21.0598
2019-06-10,mobile,Safari,1898,2092,40.7266
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,504,23.0159
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3447,3796,42.8609
2019-06-11,desktop,Edge,310,349,44.4126
2019-06-11,desktop,Firefox,155,155,25.1613
2019-06-11,desktop,Internet Explorer,930,968,32.0248
2019-06-11,desktop,Safari,465,542,42.8044
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1085,1239,34.3826
2019-06-11,mobile,Safari,1627,1820,42.5824
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,232,581,33.3907
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,194,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2905,3137,41.9828
2019-06-12,desktop,Edge,77,77,0
2019-06-12,desktop,Firefox,232,232,16.8103
2019-06-12,desktop,Internet Explorer,658,736,26.3587
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,581,620,68.7097
2019-06-12,mobile,Chrome,1007,1201,41.965
2019-06-12,mobile,Safari,2285,2556,40.9233
2019-06-12,mobile,Safari (in-app),232,232,83.6207
2019-06-12,mobile,Samsung Internet,194,736,52.5815
2019-06-12,tablet,Chrome,39,39,100
2019-06-12,tablet,Internet Explorer,77,77,50.6494
2019-06-12,tablet,Safari,77,77,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2866,3447,42.7038
2019-06-13,desktop,Edge,155,194,59.7938
2019-06-13,desktop,Firefox,271,271,71.5867
2019-06-13,desktop,Internet Explorer,504,504,38.4921
2019-06-13,desktop,Opera,77,77,50.6494
2019-06-13,desktop,Safari,232,232,50
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,891,1201,35.4704
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1549,1743,46.6437
2019-06-13,mobile,Safari (in-app),77,77,50.6494
2019-06-13,mobile,Samsung Internet,271,775,49.9355
2019-06-13,tablet,Internet Explorer,77,77,0
2019-06-13,tablet,Safari,155,155,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2401,3021,39.755
2019-06-14,desktop,Edge,116,116,33.6207
2019-06-14,desktop,Firefox,349,349,22.063
2019-06-14,desktop,Internet Explorer,736,736,52.5815
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,271,387,50.1292
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,581,658,23.5562
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1433,1666,39.4958
2019-06-14,mobile,Safari (in-app),116,116,66.3793
2019-06-14,mobile,Samsung Internet,349,736,52.5815
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,77,77,0
2019-06-15,desktop,Chrome,1046,1201,35.4704
2019-06-15,desktop,Edge,39,39,0
2019-06-15,desktop,Firefox,39,39,100
2019-06-15,desktop,Internet Explorer,77,77,50.6494
2019-06-15,desktop,Safari,310,310,50
2019-06-15,mobile,Android Webview,155,155,25.1613
2019-06-15,mobile,Chrome,658,697,44.4763
2019-06-15,mobile,Safari,1085,1123,62.0659
2019-06-15,mobile,Safari (in-app),77,77,50.6494
2019-06-15,mobile,Samsung Internet,155,387,40.0517
2019-06-15,tablet,Safari,77,77,50.6494
2019-06-16,desktop,Chrome,930,1007,38.431
2019-06-16,desktop,Edge,194,194,59.7938
2019-06-16,desktop,Firefox,116,155,49.6774
2019-06-16,desktop,Internet Explorer,39,77,0
2019-06-16,desktop,Safari,77,77,100
2019-06-16,desktop,YaBrowser,39,39,100
2019-06-16,mobile,Android Webview,116,116,0
2019-06-16,mobile,Chrome,968,1007,34.6574
2019-06-16,mobile,Edge,39,39,100
2019-06-16,mobile,Safari,1162,1201,45.1291
2019-06-16,mobile,Safari (in-app),155,155,25.1613
2019-06-16,mobile,Samsung Internet,77,194,59.7938
2019-06-16,tablet,Chrome,77,77,50.6494
2019-06-16,tablet,Safari,39,39,100
2019-06-17,desktop,Chrome,2789,3099,36.2375
2019-06-17,desktop,Edge,310,465,24.9462
2019-06-17,desktop,Firefox,194,232,50
2019-06-17,desktop,Internet Explorer,542,658,47.1125
2019-06-17,desktop,Opera,39,116,33.6207
2019-06-17,desktop,Safari,542,620,18.7097
2019-06-17,mobile,Android Webview,77,77,100
2019-06-17,mobile,Chrome,1007,1239,40.678
2019-06-17,mobile,Safari,2247,2673,43.4718
2019-06-17,mobile,Safari (in-app),155,155,74.8387
2019-06-17,mobile,Samsung Internet,155,542,42.8044
2019-06-17,tablet,Chrome,39,39,100
2019-06-17,tablet,Internet Explorer,77,77,50.6494
2019-06-17,tablet,Safari,116,116,0
2019-06-17,tablet,Safari (in-app),39,39,100
2019-06-18,desktop,Chrome,3215,3525,50.5532
2019-06-18,desktop,Edge,387,426,45.5399
2019-06-18,desktop,Firefox,194,310,24.8387
2019-06-18,desktop,Internet Explorer,697,736,31.5217
2019-06-18,desktop,Mozilla Compatible Agent,39,39,100
2019-06-18,desktop,Safari,426,581,46.6437
2019-06-18,mobile,Android Webview,116,116,33.6207
2019-06-18,mobile,Chrome,1239,1317,55.8846
2019-06-18,mobile,Safari,2092,2363,42.6153
2019-06-18,mobile,Safari (in-app),194,194,59.7938
2019-06-18,mobile,Samsung Internet,232,581,39.9312
2019-06-18,tablet,Chrome,77,77,0
2019-06-18,tablet,Safari,194,232,50
2019-06-19,desktop,Chrome,3215,3912,26.7382
2019-06-19,desktop,Edge,232,232,33.1897
2019-06-19,desktop,Firefox,349,387,40.0517
2019-06-19,desktop,Internet Explorer,542,581,19.9656
2019-06-19,desktop,Mozilla Compatible Agent,39,39,100
2019-06-19,desktop,Safari,310,310,24.8387
2019-06-19,mobile,Android Webview,155,155,25.1613
2019-06-19,mobile,Chrome,620,697,44.4763
2019-06-19,mobile,Firefox,39,77,50.6494
2019-06-19,mobile,Opera,39,39,100
2019-06-19,mobile,Safari,2130,2556,45.4617
2019-06-19,mobile,Safari (in-app),39,39,100
2019-06-19,mobile,Samsung Internet,310,736,42.1196
2019-06-19,tablet,Amazon Silk,39,39,0
2019-06-19,tablet,Internet Explorer,77,77,0
2019-06-19,tablet,Safari,232,232,50
2019-06-20,desktop,Chrome,2828,3137,44.4374
2019-06-20,desktop,Edge,39,39,0
2019-06-20,desktop,Firefox,387,387,29.9742
2019-06-20,desktop,Internet Explorer,813,813,42.9274
2019-06-20,desktop,Safari,387,387,29.9742
2019-06-20,mobile,Android Webview,116,116,33.6207
2019-06-20,mobile,Chrome,620,697,38.8809
2019-06-20,mobile,Safari,2014,2208,47.3732
2019-06-20,mobile,Safari (in-app),349,349,66.4756
2019-06-20,mobile,Samsung Internet,232,581,53.3563
2019-06-20,tablet,Internet Explorer,77,232,33.1897
2019-06-20,tablet,Safari,116,194,59.7938
2019-06-21,desktop,Chrome,2169,2673,46.3524
2019-06-21,desktop,Edge,155,194,20.1031
2019-06-21,desktop,Firefox,232,271,14.3911
2019-06-21,desktop,Internet Explorer,426,504,15.2778
2019-06-21,desktop,Mozilla Compatible Agent,39,39,0
2019-06-21,desktop,Safari,232,271,28.4133
2019-06-21,mobile,Android Webview,39,39,100
2019-06-21,mobile,Chrome,930,968,48.0372
2019-06-21,mobile,Firefox,39,39,0
2019-06-21,mobile,Safari,1859,2208,47.3732
2019-06-21,mobile,Safari (in-app),349,349,33.2378
2019-06-21,mobile,Samsung Internet,155,426,36.385
2019-06-21,tablet,Internet Explorer,77,77,0
2019-06-21,tablet,Safari,194,194,0
2019-06-21,tablet,Samsung Internet,39,39,0
2019-06-22,desktop,Chrome,775,852,36.385
2019-06-22,desktop,Edge,39,39,0
2019-06-22,desktop,Firefox,77,77,50.6494
2019-06-22,desktop,Internet Explorer,39,77,50.6494
2019-06-22,desktop,Safari,155,155,49.6774
2019-06-22,mobile,Android Webview,155,155,100
2019-06-22,mobile,Chrome,581,775,45.0323
2019-06-22,mobile,Safari,1356,1588,58.5642
2019-06-22,mobile,Safari (in-app),155,155,49.6774
2019-06-22,mobile,Samsung Internet,232,465,41.7204
2019-06-22,tablet,Amazon Silk,39,39,0
2019-06-22,tablet,Chrome,77,77,100
2019-06-22,tablet,Safari,77,77,50.6494
2019-06-23,desktop,Chrome,1085,1278,45.4617
2019-06-23,desktop,Edge,39,39,0
2019-06-23,desktop,Internet Explorer,39,39,0
2019-06-23,desktop,Safari,310,310,0
2019-06-23,mobile,Android Webview,194,194,39.6907
2019-06-23,mobile,Chrome,736,891,21.7733
2019-06-23,mobile,Safari,1511,1588,53.6524
2019-06-23,mobile,Safari (in-app),116,116,100
2019-06-23,mobile,Samsung Internet,194,271,57.1956
2019-06-23,tablet,Internet Explorer,39,39,0
2019-06-23,tablet,Safari,116,116,66.3793
2019-06-23,tablet,Safari (in-app),39,39,100
2019-06-24,desktop,Chrome,3021,3331,36.0552
2019-06-24,desktop,Edge,349,387,19.8966
2019-06-24,desktop,Firefox,426,465,33.3333
2019-06-24,desktop,Internet Explorer,658,813,19.0652
2019-06-24,desktop,Opera,39,39,100
2019-06-24,desktop,Safari,426,426,36.385
2019-06-24,mobile,Android Webview,77,77,100
2019-06-24,mobile,Chrome,1317,1588,36.5869
2019-06-24,mobile,Safari,1511,1704,45.4812
2019-06-24,mobile,Safari (in-app),349,349,66.4756
2019-06-24,mobile,Samsung Internet,465,968,64.0496
2019-06-24,tablet,Amazon Silk,39,39,0
2019-06-24,tablet,Android Webview,39,39,100
2019-06-24,tablet,Safari,271,271,28.4133
2019-06-25,desktop,Chrome,3021,3835,36.3494
2019-06-25,desktop,Edge,349,387,29.9742
2019-06-25,desktop,Firefox,349,387,29.9742
2019-06-25,desktop,Internet Explorer,658,891,26.0382
2019-06-25,desktop,Mozilla Compatible Agent,39,39,100
2019-06-25,desktop,Safari,271,387,10.0775
2019-06-25,mobile,Android Webview,77,77,50.6494
2019-06-25,mobile,Chrome,775,891,34.7924
2019-06-25,mobile,Safari,2247,2518,43.0898
2019-06-25,mobile,Safari (in-app),232,232,83.6207
2019-06-25,mobile,Samsung Internet,232,775,40
2019-06-25,tablet,Android Webview,39,39,100
2019-06-25,tablet,Internet Explorer,39,77,0
2019-06-25,tablet,Safari,116,116,33.6207
2019-06-26,desktop,Chrome,194,271,14.3911
2019-06-26,desktop,Firefox,77,77,0
2019-06-26,desktop,Safari,77,77,50.6494
2019-06-26,mobile,Safari,116,116,66.3793
2019-06-26,mobile,Safari (in-app),39,39,100
2019-06-01,desktop,Chrome,1008,1085,24.977
2019-06-01,desktop,Edge,116,116,67.2414
2019-06-01,desktop,Firefox,155,155,50.3226
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,194,233,33.4764
2019-06-01,mobile,Chrome,581,698,50
2019-06-01,mobile,Safari,1201,1434,43.2357
2019-06-01,mobile,Safari (in-app),116,116,67.2414
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,194,194,40.2062
2019-06-02,desktop,Chrome,930,969,43.9628
2019-06-02,desktop,Edge,155,155,0
2019-06-02,desktop,Firefox,78,78,0
2019-06-02,desktop,Internet Explorer,78,78,50
2019-06-02,desktop,Safari,310,349,66.7622
2019-06-02,mobile,Chrome,465,504,38.4921
2019-06-02,mobile,Safari,1628,1860,45.8602
2019-06-02,mobile,Samsung Internet,194,465,58.2796
2019-06-02,tablet,Chrome,78,78,50
2019-06-02,tablet,Safari,194,194,40.2062
2019-06-03,desktop,Chrome,2752,2945,43.4295
2019-06-03,desktop,Edge,465,504,38.4921
2019-06-03,desktop,Firefox,233,271,14.3911
2019-06-03,desktop,Internet Explorer,698,814,38.0835
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,388,465,41.7204
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,891,1279,33.3073
2019-06-03,mobile,Safari,2248,2674,49.2895
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,349,543,35.7274
2019-06-03,tablet,Safari,116,271,85.9779
2019-06-04,desktop,Chrome,3139,3488,39.9943
2019-06-04,desktop,Edge,194,194,40.2062
2019-06-04,desktop,Firefox,310,310,37.4194
2019-06-04,desktop,Internet Explorer,698,814,28.6241
2019-06-04,desktop,Safari,349,388,50
2019-06-04,mobile,Android Webview,78,78,100
2019-06-04,mobile,Chrome,853,1008,50
2019-06-04,mobile,Safari,1860,2054,28.2863
2019-06-04,mobile,Safari (in-app),194,194,79.8969
2019-06-04,mobile,Samsung Internet,465,891,30.4153
2019-06-04,tablet,Chrome,39,155,25.1613
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,271,42.8044
2019-06-05,desktop,Chrome,3139,3527,48.3414
2019-06-05,desktop,Edge,388,388,29.8969
2019-06-05,desktop,Firefox,233,233,49.7854
2019-06-05,desktop,Internet Explorer,426,543,42.9098
2019-06-05,desktop,Mozilla Compatible Agent,78,78,100
2019-06-05,desktop,Safari,504,504,46.2302
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,78,78,100
2019-06-05,mobile,Chrome,736,814,38.0835
2019-06-05,mobile,Safari,1977,2287,37.2978
2019-06-05,mobile,Safari (in-app),155,155,50.3226
2019-06-05,mobile,Samsung Internet,155,543,28.5451
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,310,349,66.7622
2019-06-06,desktop,Chrome,2752,3139,46.9258
2019-06-06,desktop,Edge,271,310,37.4194
2019-06-06,desktop,Firefox,388,504,38.4921
2019-06-06,desktop,Internet Explorer,543,581,19.9656
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,271,271,57.1956
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,853,1008,34.623
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1550,1705,27.2727
2019-06-06,mobile,Safari (in-app),116,116,67.2414
2019-06-06,mobile,Samsung Internet,194,543,49.9079
2019-06-06,tablet,Amazon Silk,39,78,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,155,50.3226
2019-06-06,tablet,Safari,194,194,40.2062
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2907,3411,43.1838
2019-06-07,desktop,Edge,233,233,16.7382
2019-06-07,desktop,Firefox,155,155,74.8387
2019-06-07,desktop,Internet Explorer,504,581,40.1033
2019-06-07,desktop,Safari,271,310,25.1613
2019-06-07,mobile,Chrome,659,736,36.8207
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1550,1822,38.3095
2019-06-07,mobile,Samsung Internet,116,233,16.7382
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,155,155,0
2019-06-08,desktop,Chrome,736,814,28.6241
2019-06-08,desktop,Edge,78,155,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,78,116,33.6207
2019-06-08,desktop,Safari,155,155,25.1613
2019-06-08,mobile,Chrome,891,969,47.9876
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,969,1046,29.6367
2019-06-08,mobile,Safari (in-app),194,194,79.8969
2019-06-08,mobile,Samsung Internet,155,349,11.1748
2019-06-08,tablet,Safari,233,271,71.5867
2019-06-09,desktop,Chrome,891,930,37.5269
2019-06-09,desktop,Edge,78,116,33.6207
2019-06-09,desktop,Firefox,116,116,67.2414
2019-06-09,desktop,Internet Explorer,78,78,50
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,233,233,49.7854
